date,NG1,NG2,NG3,NG4,NG5,NG6,NG7,NG8,NG9,NG10,NG11,NG12,NG13,NG14,NG15
2021-12-01,7.888610939260614,9.73193294683918,7.530061993419254,5.477720339944148,5.027859720419303,4.545617302916276,4.785159444015847,5.225914731573444,3.9565371126218105,3.1025918082213293,3.1621707199376696,3.641204382711847,3.451177476334671,3.5428107627921817,3.3529896935386763
2021-12-02,7.51437434702702,9.288093598022016,7.214902448104248,5.318568401910906,4.889981778139434,4.425711808246894,4.664221334044629,5.094283018002262,3.8565412554242293,3.0233255917016097,3.0817428068896455,3.5510061981473156,3.3708231559778663,3.4611593745182234,3.2844716961333793
2021-12-03,7.655176233213916,9.464699831059214,7.355598673691304,5.427081086933571,4.989039717253127,4.515640929248931,4.758976966599398,5.19606011612431,3.9328267547296,3.0833757557317,3.1438554526099014,3.6219387510572867,3.4373792597077455,3.5230425319469076,3.331907232798585
2021-12-06,6.775164444545812,8.423652562629425,6.612722602591647,4.98000882464019,4.614225893579697,4.188298928801517,4.426085468018827,4.835090674784778,3.659642196406312,2.8719991783457828,2.939998564092137,3.4030111186191045,3.2409575877244454,3.335674083065613,3.1676397261987073
2021-12-07,6.869649920802808,8.537517107613933,6.725279583061292,5.059584793656811,4.69186589991205,4.259043170656453,4.497152192434904,4.915155325307456,3.7214953039512073,2.9184379718623856,2.979814362630763,3.44329380298773,3.278293938597304,3.3820864511371265,3.214196826999742
2021-12-08,7.067884155302782,8.769893730031296,6.8622239092993595,5.172437986080383,4.796278322221077,4.350171346605183,4.588167471073038,5.014218367479583,3.797780803256579,2.9792888047462105,3.0443159562633366,3.515977776957206,3.342415062922431,3.4465480734586724,3.2660245429857997
2021-12-09,7.066031498905585,8.793131392273033,6.914750500185194,5.243332940295192,4.86990246615693,4.417318423620038,4.660480980127993,5.095640045977222,3.8616956810529706,3.027328935970283,3.096872810334323,3.5746503824506393,3.391114651017464,3.49897685961353,3.308189464465982
2021-12-10,7.271676358994342,9.037126845811263,7.10609736698359,5.37354816232239,4.98636247565546,4.519238094089012,4.767704459071548,5.215058507773759,3.952413572118817,3.0953857885377185,3.1589854560545794,3.631571566884567,3.439814239112497,3.5505461574707673,3.3529896935386763
2021-12-13,7.028978370961665,8.739684769117039,6.890363154416772,5.233205089693076,4.871241086955763,4.418517478566731,4.661727764766872,5.101068157877065,3.866850106681712,3.0281296048240174,3.092094914509688,3.5545090402663266,3.3740697951842025,3.487803511744462,3.30379728514513
2021-12-14,6.878913202788788,8.409709965284383,6.663373243802988,5.160863299677966,4.836436946186088,4.3945363796328545,4.591907824989673,4.983006724055489,3.818398505771544,3.0465449884599116,3.1677449317330773,3.5676446982126175,3.2214777524864324,3.1672143767319723,2.7266649223851327
2021-12-15,7.031645337954128,8.744966055990162,6.884628621318332,5.2068760853102845,4.836974543412523,4.386559474391302,4.624056114431904,5.0550999439082585,3.8273113203684557,2.994515821898061,3.0566412379718417,3.510938894718998,3.3316960001459583,3.4400066328087218,3.2704076662668156
2021-12-16,6.9456427626959805,8.625759866568266,6.8005298819130005,5.147805271946222,4.784111433648451,4.339277777011714,4.574428466302772,5.0006562180718745,3.788476118719857,2.9664568501155704,3.033029008124564,3.4861417130466035,3.3175327513331347,3.4270464355914663,3.261021929979697
2021-12-17,6.803551551399912,8.425493468339484,6.661002427899608,5.049834166854606,4.696887302537733,4.263627061204373,4.497505611702617,4.918990629317299,3.726135400283949,2.9243683924418336,2.9941830816016224,3.4374024249318973,3.271710475762235,3.3835372020763934,3.2339075807058015
2021-12-20,7.026036474350335,8.682978837490776,6.876983281372393,5.214079843037609,4.848868743109438,4.401926026039669,4.6401851000738725,5.0727941548050834,3.8405970472482394,3.0085453077893063,3.073398304315072,3.5263302488604835,3.3600224977716056,3.4677784839885555,3.308993471002744
2021-12-21,7.05595041357056,8.687747085067652,6.896096631237242,5.244335625492373,4.876621875735576,4.427930959598442,4.671202380154581,5.109543669744643,3.8661465220170537,3.031927784274716,3.1000572734974825,3.5562578819133734,3.387515863114145,3.4881445081870996,3.303779173065456
2021-12-22,7.216737836879269,8.852251626469865,6.947702675872331,5.257302389401557,4.885872919944288,4.432659129336401,4.671202380154581,5.106821483452824,3.8661465220170537,3.028810120743328,3.0970105341623495,3.5571129571434565,3.3841833339817162,3.477961496087828,3.286050560078678
2021-12-23,6.786724960588535,8.377810992570726,6.630421068115851,5.042630409127281,4.694244147049529,4.265991146073352,4.499986994109073,4.923073908755027,3.7312452952377115,2.925927224207528,2.997229820936755,3.452793779073384,3.2850405922919514,3.3890915723123602,3.2255647040061413
2021-12-27,7.370046775382923,9.01675616787208,7.087230129885724,5.365358755311428,4.977061784287311,4.509491887578232,4.749365925957964,5.195292537936948,3.933597135406725,3.076354489596993,3.14271162418934,3.6118377718687404,3.4258399481370794,3.5251736430935448,3.303779173065456
2021-12-28,7.263478366910871,8.921391216334564,7.037535420237118,5.333662221311199,4.9506302294052755,4.487033081322927,4.723311410690169,5.163987395581027,3.90804766063791,3.0560896766429715,3.1221461336771945,3.588750740656511,3.403345376493183,3.5103619891309665,3.2923077176034234
2021-12-29,7.198041624866629,8.811721522066422,6.96681602573718,5.283235917219926,4.9109828970822225,4.456299978026195,4.696016204219147,5.134043346371016,3.884542143850601,3.0412807748688793,3.113767600505579,3.5836202892760154,3.3958471859452173,3.4983275202863724,3.295436296365796
2021-12-30,6.657721097701315,8.189465213284134,6.498538954048398,4.943218552490201,4.607020015938812,4.191522472700501,4.42182344830569,4.834602854270903,3.6617507238665357,2.8776034394710157,2.963715688250296,3.421155995560329,3.246716507269017,3.348359523915271,3.202621793082076
2021-12-31,6.973687080714941,8.480328315473555,6.703051797602274,5.078649197763904,4.729926746140278,4.300270376673554,4.537207730205923,4.961184516840496,3.7567947700065267,2.950868532458631,3.033790692958347,3.4972576910376767,3.3158664867669203,3.412234781628888,3.242250457405462
2022-01-03,7.1326048828223865,8.76880729387454,6.947702675872331,5.263065395583417,4.897767119641204,4.450389765853747,4.689812748203004,5.125876787495558,3.878410269906085,3.0342660319232566,3.103104012832615,3.5690840103646124,3.38001767256618,3.480738681205811,3.315250628527489
2022-01-04,6.949382005098509,8.539931410184503,6.783327867034637,5.150686775037152,4.7960056333453664,4.360554540832529,4.59800159916411,5.025155894698248,3.8027838245903935,2.9765892565925807,3.0452159654650948,3.509228744258833,3.3325291324290656,3.4455610030446886,3.299607734715626
2022-01-05,7.257869503307079,8.845099255104552,7.006954060453361,5.306287941947365,4.933449718731953,4.478758784281499,4.7195893370804844,5.157181929851479,3.9019157866933947,3.046736686048808,3.112244230838013,3.5853304397361803,3.404178508776291,3.5103619891309665,3.353836433263418
2022-01-06,7.126996019218594,8.749734303567037,6.932411995980453,5.251539383219697,4.8845513422001865,4.43620525663987,4.676165144967493,5.108182576598733,3.8661465220170537,3.0202365460320113,3.0886320009907346,3.559678182833704,3.3791845402830725,3.486293051441778,3.342364977801385
2022-01-07,7.321436624150056,8.883245235719558,7.008865395439845,5.309169445038295,4.9374144519642575,4.484668996453948,4.720830028283713,5.154459743559659,3.900893807702642,3.045957270165961,3.113767600505579,3.587040590196346,3.4075110379087192,3.518693544484917,3.3819936421247707
2022-01-10,7.626184879956098,9.14073060487085,7.199998894088329,5.456126102675719,5.073536959606741,4.608783452075367,4.849861913419456,5.293291244442439,4.001047748796396,3.1176635313878824,3.179272496210932,3.658011834293198,3.471662223707979,3.5807173454532117,3.4184937276857847
2022-01-11,7.944020484170988,9.460203192521526,7.417891082547598,5.608845766495001,5.2096594672492245,4.725805653089848,4.970208960132603,5.425317279595671,4.10120168989015,3.1940462879068856,3.2531559250878983,3.740099056381124,3.5449778646214183,3.6381125045582015,3.431008042735275
2022-01-12,9.080750174539537,10.316103632570726,7.901458834128259,5.953185385861121,5.518908659369042,4.998857455456971,5.255567936875113,5.73564651686306,4.329103004827978,3.362400118601831,3.4123480553485805,3.907693801477307,3.6774458976354736,3.758457193004147,3.4633366899464586
2022-01-13,7.983282529397533,9.548415772693728,7.526837176777233,5.702494616950223,5.300848331592247,4.810912708373108,5.064501491577953,5.530121451830709,4.175806156215089,3.2493848155890204,3.3057121786189367,3.794823871106408,3.575803759096387,3.6677358124833574,3.427879463972902
2022-01-14,7.629924122358627,9.553184020270603,7.702679995533837,5.878266305496945,5.467367127349071,4.905476103132284,5.125295360536142,5.652619834962573,4.332168941800235,3.4341063798237523,3.4291051216918094,3.722997551779473,3.320865280465564,3.022503136738557,3.3235935052271492
