date,RB1,RB2,RB3,RB4,RB5,RB6,RB7,RB8,RB9,RB10,RB11,RB12,RB13,RB14,RB15
2019-01-07,0.9050733342081326,0.8757022690573887,0.9445299170052643,0.9053076651663088,0.9378478415832849,0.963698880145378,0.9914463168956371,0.9773332983944318,1.011535690674137,1.1192574741856256,1.1461406887352905,1.2068935495598925,1.1890846394011225,1.229093938108434,1.2658372640517792
2019-01-08,0.9197888761873521,0.8892183885635546,0.9571089939966714,0.9174108636579457,0.9501392689510261,0.976767439480131,1.0054801115561083,0.9916416047646553,1.028334622666353,1.1385373064271571,1.165667469831086,1.2274597560278258,1.2092343473342066,1.2493047916057578,1.284458246762949
2019-01-09,0.9621804374852866,0.9303487809363853,0.9969223833092802,0.9551682101486022,0.9889228989948697,1.0167707290869805,1.0469464822044687,1.032983746621983,1.0742846425274137,1.1894234210318548,1.2174134397349436,1.2815317405331008,1.2625471162404915,1.3039426074163194,1.3340882299722172
2019-01-10,0.9657580692508767,0.934875710914527,1.0022959695968716,0.9605538439271775,0.9938752702158529,1.0213723344865415,1.051264572869229,1.036719100939873,1.0776726624250035,1.1928210963858952,1.2206679032509096,1.2847880565571903,1.2659893580123935,1.3078820110641027,1.3375942727421029
2019-01-11,0.9455073234079143,0.9170913431432558,0.9869079725005873,0.9459605136884573,0.978302151075171,1.0049906192641045,1.0341192128767982,1.0198150398741663,1.0591091367361263,1.1715658714966657,1.1987002745181399,1.261651074280765,1.2435728079368376,1.2861296517915595,1.317882521169191
2019-01-14,0.9327493535268478,1.0215340847818115,0.9754891016394555,0.9284716814182453,0.9556286442803086,0.977074213173435,1.0000824982251577,0.9275074704591842,1.0217703341147728,1.136482898073551,1.1697355492260433,1.2407420977050327,1.2333300397375198,1.4204119326551343,1.3009756038121874
2019-01-15,0.950912446492889,0.9165843296059291,0.987744375907852,0.9463467010235875,0.9779070277559471,1.0040692463886725,1.0332188882394409,1.0196824452757034,1.0574102216166799,1.169518456607123,1.1962702924476094,1.259229891973978,1.2424264761014137,1.2823876840597188,1.3168593059562188
2019-01-16,0.9545767206158561,0.9206575348726631,0.992152062162591,0.9506742421842954,0.9823868119656769,1.008697146676231,1.0378420788399778,1.0238341359152587,1.0614818545716316,1.1739719472619579,1.2009098383868837,1.2641650452772073,1.2473915479387712,1.2869386547253356,1.3215026744539489
2019-01-17,0.9615055298665574,0.9241650171856842,0.9950502668232412,0.9529822641366729,0.9844773779302175,1.010363190779752,1.03938314237349,1.0253314669655902,1.0621247439855714,1.1737333674054489,1.2005028606729125,1.2632290679265947,1.2458192751902746,1.2858009120589313,1.3203418323295162
2019-01-18,0.9765623653536584,0.9381949464377687,1.0104469790829453,0.9685614123152211,1.0010227142781527,1.0273938638379667,1.0567201071255037,1.0435036210764306,1.0805542405185107,1.1936150221145323,1.2206075597431008,1.283480214239846,1.2645210457776543,1.3032462996104623,1.3378318536709657
2019-01-22,0.9432507824175942,0.9123414074530809,0.9845442749283841,0.9451349894985893,0.9779667582120768,1.0048714157718492,1.034246263928449,1.0213158973306105,1.0589102969158726,1.170949935746177,1.1979795988462894,1.2598255139243675,1.2415162129312314,1.2821601355264378,1.3163175796314837
2019-01-23,0.9338569160296241,0.9066276056205789,0.9789893826621379,0.940345843947406,0.9734272435462172,1.0006754528444628,1.0302651831335423,1.0173683881979185,1.055052960432234,1.166575971710179,1.1938284261637808,1.255741249121695,1.2376269066586347,1.2786710580161316,1.3129124427331482
2019-01-24,0.9350561330153223,0.9100219433428574,0.9825517592241871,0.9437501763271628,0.9773694536507795,1.0048097104346818,1.034246263928449,1.0210436553214592,1.0583388396590372,1.1698365630824685,1.197002852332758,1.2585491811735325,1.2393646818017099,1.2788227570383188,1.3112872637589428
2019-01-25,0.935855611005788,0.9120019736808531,0.9845442749283841,0.9456542944378743,0.9796392109837092,1.0075247452700493,1.0371999690343476,1.0240383174221221,1.061553286728736,1.1737333674054489,1.2006656517585008,1.262122912875871,1.2424264761014137,1.2814016404155018,1.3148471796072025
2019-01-28,0.9006119562594319,0.8833198199276,0.954354643046611,0.9172656244236309,0.9507894006730495,0.9781530047783452,1.0070850191502947,0.9927304863697376,1.0291230874033308,1.1377078090725898,1.1642818441294553,1.224598730001317,1.2060159492941256,1.2486346516230609,1.2820340422232441
2019-01-29,0.9142030820973462,0.8968971708167138,0.9690268041411527,0.9315176599795622,0.9658414756177415,0.9940112764303788,1.023715663116115,1.0098136724439735,1.0471954231507483,1.1579075702570185,1.1849563119992037,1.2466367421657376,1.2273657581947628,1.268203825485213,1.3020779162384453
2019-01-30,0.9344565245224733,0.9099087987521147,0.9815253117402067,0.9422499620581175,0.9759956531597956,1.0038224250400025,1.0334115211811299,1.0190699007551134,1.0561244427888004,1.1670531314231969,1.1936656350781922,1.255485982571528,1.2358063803182704,1.2763197231722296,1.3102038111094725
2019-01-31,0.9178007330544411,0.8952000019555747,0.9655851861066306,0.9272478193676637,0.960167082285417,0.9871619840047924,1.0158819234874275,1.001169988653424,1.0372663533132342,1.146137630669241,1.172177211780501,1.2326821707566065,1.2133808058528723,1.2549301610438308,1.2894634318196119
2019-02-01,0.9573082704166133,0.92484388473014,0.9964993691535663,0.9562134948700014,0.9895544667012446,1.0169656618566685,1.0465105612159846,1.0323416987012328,1.0694108240102218,1.180890763100719,1.2066075263824836,1.2682493100798797,1.2475570503333497,1.2869386547253356,1.3218122323537975
2019-02-04,0.9542436047864953,0.9164711850151864,0.9886500648643053,0.9490009262688217,0.9823270815095472,1.010116369431082,1.0403463070819354,1.0270329795227848,1.0645534373271215,1.176119165970539,1.2022935626143867,1.263399245626706,1.2424264761014137,1.2812499413933145,1.3166271375313323
2019-02-05,0.9499797221706792,0.91143625072714,0.9830951725980591,0.943230871387878,0.9760553836159255,1.0035138983541654,1.0334115211811299,1.01947826376884,1.0567673322027402,1.1676098177550511,1.1936656350781922,1.2550605383212499,1.234565112358931,1.2748027329503575,1.3093525268848887
2019-02-06,0.9720986132402258,0.9266541981820218,0.9985522641215268,0.9573098052973807,0.9901517712625417,1.0173358938796733,1.0471526710216148,1.0333626062355497,1.0706966028381013,1.1824812954774457,1.2088866015807238,1.2703765313312718,1.2492948254764247,1.2873179022808037,1.3232052429031165
2019-02-07,0.949913099004807,0.9099087987521147,0.9805592435199901,0.9407497477890722,0.973725895826866,1.0011690955418024,1.0308430819586094,1.0170961461887673,1.0537671816043546,1.1631563271002163,1.1885377158821524,1.249189407667408,1.2287725285486806,1.2683555245074003,1.303857874162575
2019-02-08,0.9636374711744654,0.9191866551930091,0.9894349952932314,0.9488278246223935,0.9817297769482498,1.0088205573505657,1.037970500801104,1.0236980149106831,1.0600532114295431,1.169279876750614,1.1944795905061352,1.255485982571528,1.2350616195426667,1.2732098932173916,1.3079595163355697
2019-02-11,0.9455159700572465,0.9069104670974354,0.9782044522332118,0.9391341324224078,0.9722923648797523,0.9995647567754488,1.02872411960003,1.0145098471018312,1.0511956239485956,1.1600547889655994,1.1851191030847923,1.2456156759650694,1.2255452318543982,1.2645630489527195,1.299214505664845
2019-02-12,0.9508458233270168,0.9150003053355323,0.9870802040064531,0.9472122092557291,0.9801767850888768,1.0076481559443842,1.0373926019760367,1.0241744384266978,1.0616247188858403,1.1719042551722132,1.1971656434183466,1.258123736923254,1.2376269066586347,1.2757129270834806,1.3105907584842833
2019-02-13,0.9760960031925535,0.9344611749432622,1.0075487744222953,0.9668303958509379,1.000305948804596,1.0281960332211435,1.058389592620142,1.04568155714964,1.0835543911168963,1.1955236609666045,1.2210959329998665,1.2827995034394006,1.2612109978860826,1.2973300377451604,1.3326467588485007
